Category,Level1,Level2,Level3,Level4,Level5,Federal,,GovXFer,State,Local,Total
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),-0.333,b,,,,-0.333
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),0.074,b,,,,0.074
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),4.984,b,,,,4.984
#NAME?,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),General retirement and disability insurance (excluding social security (Disc. 2005) (601),2.061,b,,,,2.061
#NAME?,Welfare,Workers compensation,Workers Compensation  Benefit Payments (Y14),Workers Compensation  Benefit Payments (Y14),Workers Compensation  Benefit Payments (Y14),0,g,0,12.1,0,12.1
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),12.148,b,,,,12.148
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.399,b,,,,0.399
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.531,b,,,,0.531
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.211,b,,,,0.211
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),4.276,b,,,,4.276
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.15,b,,,,0.15
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),19.092,b,,,,19.092
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.26,b,,,,0.26
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),9.22,b,,,,9.22
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),2.371,b,,,,2.371
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.653,b,,,,0.653
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.808,b,,,,0.808
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.076,b,,,,0.076
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.707,b,,,,0.707
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),1.204,b,,,,1.204
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),1.611,b,,,,1.611
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.331,b,,,,0.331
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.367,b,,,,0.367
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.251,b,,,,0.251
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),1.005,b,,,,1.005
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.198,b,,,,0.198
#NAME?,Welfare,Housing,Housing assistance (604),Housing assistance (604),Housing assistance (604),0.953,b,,,,0.953
#NAME?,Welfare,Housing,Federal Intergovernmental  Housing and Community Development (B50),Federal Intergovernmental  Housing and Community Development (B50),Federal Intergovernmental  Housing and Community Development (B50),0,g,-48.9,0,0,-48.9
#NAME?,Welfare,Housing,Current Operations  Housing and Community Development (E50),Current Operations  Housing and Community Development (E50),Current Operations  Housing and Community Development (E50),0,g,0,11.4,41.9,53.3
#NAME?,Welfare,Housing,Construction  Housing and Community Development (F50),Construction  Housing and Community Development (F50),Construction  Housing and Community Development (F50),0,g,0,0,5.2,5.2
#NAME?,Welfare,Housing,Other Capital Outlay  Housing and Community Development (G50),Other Capital Outlay  Housing and Community Development (G50),Other Capital Outlay  Housing and Community Development (G50),0,g,0,0.1,1.2,1.3
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),52.615,b,,,,52.615
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),23.045,b,,,,23.045
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),0.075,b,,,,0.075
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),0.355,b,,,,0.355
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),-0.139,b,,,,-0.139
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),-3.202,b,,,,-3.202
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),3.915,b,,,,3.915
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),54.36,b,,,,54.36
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),-0.17,b,,,,-0.17
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),0.157,b,,,,0.157
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),-1.045,b,,,,-1.045
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),3.873,b,,,,3.873
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),3.338,b,,,,3.338
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),0.722,b,,,,0.722
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),0.108,b,,,,0.108
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),2.452,b,,,,2.452
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),0.393,b,,,,0.393
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),7.17,b,,,,7.17
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),3.286,b,,,,3.286
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),17.306,b,,,,17.306
---Children's Research and Technical Assistance,Welfare,Social exclusion n.e.c.,Other income security (609),Other income security (609),Other income security (609),0.068,b,,,,0.068
#NAME?,Welfare,Social exclusion n.e.c.,"Current Operations  Public Welfare, Vendor Payments for Other Purposes (E75)","Current Operations  Public Welfare, Vendor Payments for Other Purposes (E75)","Current Operations  Public Welfare, Vendor Payments for Other Purposes (E75)",0,g,0,12.1,1.5,13.5
#NAME?,Welfare,Social exclusion n.e.c.,Current Operations  Public Welfare Institutions (E77),Current Operations  Public Welfare Institutions (E77),Current Operations  Public Welfare Institutions (E77),0,g,0,1.9,4.5,6.4
#NAME?,Welfare,Social exclusion n.e.c.,Current Operations  Public Welfare  Other (E79),Current Operations  Public Welfare  Other (E79),Current Operations  Public Welfare  Other (E79),0,g,0,39.6,31.9,71.5
#NAME?,Welfare,Social exclusion n.e.c.,"Construction  Public Welfare, Vendor Payments for Other Purposes (F75)","Construction  Public Welfare, Vendor Payments for Other Purposes (F75)","Construction  Public Welfare, Vendor Payments for Other Purposes (F75)",0,,0,0,0,0
#NAME?,Welfare,Social exclusion n.e.c.,Construction  Public Welfare Institutions (F77),Construction  Public Welfare Institutions (F77),Construction  Public Welfare Institutions (F77),0,g,0,0,0,0
